,title,author,rating,num_rating,num_review,page,year_published,publisher,summary,topic
2528,person to person: the problem of being human,Carl R. Rogers,4.24,153,6,,September 3rd 1980,by Pocket,subtitle: The Problem of Being Human-A New Trend in Psychology,science
2529,"sex with the queen: 900 years of vile kings, virile lovers, and passionate politics",Eleanor Herman,3.9,4614,424,336.0,April 11th 2006,by William Morrow,"In royal courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—how did repressed regal ladies find happiness?Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded.Catherine the Great had her idiot husband murdered and ruled the Russian empire with a long list of sexy young favorites.Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine.Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death.In this impeccably researched, scandalously readable follow-up to her New York Times bestseller Sex with Kings, Eleanor Herman reveals the truth about what has historically gone on behind the closed door of the queen's boudoir.",british monarch
2530,elizabeth of york: a tudor queen and her world,Alison Weir,3.77,3716,556,572.0,December 3rd 2013,by Ballantine Books,"Many are familiar with the story of the much-married King Henry VIII of England and the celebrated reign of his daughter, Elizabeth I. But it is often forgotten that the life of the first Tudor queen, Elizabeth of York, Henry’s mother and Elizabeth’s grandmother, spanned one of England’s most dramatic and perilous periods. Now New York Times bestselling author and acclaimed historian Alison Weir presents the first modern biography of this extraordinary woman, whose very existence united the realm and ensured the survival of the Plantagenet bloodline.   Her birth was greeted with as much pomp and ceremony as that of a male heir. The first child of King Edward IV, Elizabeth enjoyed all the glittering trappings of royalty. But after the death of her father; the disappearance and probable murder of her brothers—the Princes in the Tower; and the usurpation of the throne by her calculating uncle Richard III, Elizabeth found her world turned upside-down: She and her siblings were declared bastards.   As Richard’s wife, Anne Neville, was dying, there were murmurs that the king sought to marry his niece Elizabeth, knowing that most people believed her to be England’s rightful queen. Weir addresses Elizabeth’s possible role in this and her covert support for Henry Tudor, the exiled pretender who defeated Richard at the Battle of Bosworth and was crowned Henry VII, first sovereign of the House of Tudor. Elizabeth’s subsequent marriage to Henry united the houses of York and Lancaster and signaled the end of the Wars of the Roses. For centuries historians have asserted that, as queen, she was kept under Henry’s firm grasp, but Weir shows that Elizabeth proved to be a model consort—pious and generous—who enjoyed the confidence of her husband, exerted a tangible and beneficial influence, and was revered by her son, the future King Henry VIII.    Drawing from a rich trove of historical records, Weir gives a long overdue and much-deserved look at this unforgettable princess whose line descends to today’s British monarch—a woman who overcame tragedy and danger to become one of England’s most beloved consorts.",british monarch
2531,the main enemy: the inside story of the cia's final showdown with the kgb,Milton Bearden,4.1,927,68,576.0,August 31st 2004,by Presidio Press,"A landmark collaboration between a thirty-year veteran of the CIA and a Pulitzer Prize–winning journalist, The Main Enemy is the dramatic inside story of the CIA-KGB spy wars, told through the actions of the men who fought them.Based on hundreds of interviews with operatives from both sides, The Main Enemy puts us inside the heads of CIA officers as they dodge surveillance and walk into violent ambushes in Moscow. This is the story of the generation of spies who came of age in the shadow of the Cuban missile crisis and rose through the ranks to run the CIA and KGB in the last days of the Cold War. The clandestine operations they masterminded took them from the sewers of Moscow to the back streets of Baghdad, from Cairo and Havana to Prague and Berlin, but the action centers on Washington, starting in the infamous ""Year of the Spy""--when, one by one, the CIA’s agents in Moscow began to be killed, up through to the very last man.Behind the scenes with the CIA's covert operations in Afghanistan, Milt Bearden led America to victory in the secret war against the Soviets, and for the first time he reveals here what he did and whom America backed, and why. Bearden was called back to Washington after the Soviets withdrew from Afghanistan and was made chief of the Soviet/East Euro-pean Division—just in time to witness the fall of the Berlin Wall, the revolutions that swept across Eastern Europe, and the implosion of the Soviet Union.Laced with startling revelations--about fail-safe top-secret back channels between the CIA and KGB, double and triple agents, covert operations in Berlin and Prague, and the fateful autumn of 1989--The Main Enemy is history at its action-packed best.From the Hardcover edition.",world war II
2532,the children,David Halberstam,4.49,1155,152,785.0,March 30th 1999,by Ballantine Books,"The Children is Halberstam's moving evocation of the early days of the civil rights movement, as seen thru the story of the young people--the Children--who met in the 60s & went on to lead the revolution. Magisterial in scope, with a strong you-are-there quality, The Children is a story one of America's preeminent journalists has waited years to write, a powerful book about one of the most dramatic movements in American history. They came together as part of Rev. James Lawson's workshops on nonviolence, eight idealistic black students whose families had sacrificed much so that they could go to college. They risked it all, & their lives besides, when they joined the growing civil rights movement. Halberstam shows how Martin Luther King Jr recruited Lawson to come to Nashville to train students in Gandhian techniques of nonviolence. We see the strength of the families the Children came from, moving portraits of several generations of the black experience in America. We feel Diane Nash's fear before the first sit-in to protest segregation of Nashville lunch counters. Then we see how Diane Nash & others--John Lewis, Gloria Johnson, Bernard Lafayette, Marion Barry, Curtis Murphy, James Bevel, Rodney Powell--persevered until they ultimately accomplished that goal. After the sit-ins, when the Freedom Rides to desegregate interstate buses were in danger of being stopped because of violence, it was these same young people who led the bitter battle into the Deep South. Halberstam takes us into those buses, lets us witness the violence the students encountered in Montgomery, Birmingham, Selma. He shows what has happened to the Children since the 60s, as they have gone on with their lives.",family
2533,pimp: the story of my life,Iceberg Slim,3.99,9263,833,311.0,June 1st 2002,by Payback Pr,"Robert (Iceberg Slim) Beck's first book is told without bitterness and with no pretense at moralizing. It is the smells, the sounds, the fears and the petty triumphs in the world of the street pimp.",biography
2534,transforming a rape culture,Emilie Buchwald,4.35,706,43,400.0,February 8th 2005,by Milkweed Editions,"First published in 1993, Transforming a Rape Culture has provided a new understanding of sexual violence and its origins in this culture. This groundbreaking work seeks nothing less than fundamental cultural change: the transformation of basic attitudes about power, gender, race, and sexuality.The editors thoroughly reviewed the book for this new edition, selecting eight new essays that address topics such as rape as war crime, sports and sexual violence, sexual abuse among the clergy, conflict between traditional mores and women's rights in the Asian American and Latin American communities, as well insightful analyses of cyberporn.The diverse contributors are activists, opinion leaders, theologians, policymakers, educators, and authors of both genders. An excellent text for undergraduate classes in Women's Studies, Family Sociology or Criminal Justice, the book is being reissued on the 10th anniversary of the Violence Against Women Act.",gender
2535,"barbarians: how the baby boomers, immigration, and islam screwed my generation",Lauren Southern,3.7,977,112,82.0,December 21st 2016,,"The values that built the west have been forgotten. Instead, millennials have been raised to hold hedonism above all. Whatever feels good goes. Freedoms and rights are things for legislators and judges to conjure out of thin air, not precious traditions forged in the crucible of history. Most millennials reject the nuclear family, and the religious values, that our culture was built on because they resemble some sort of “unenlightened” old world of responsibility and duty that millennials want no part in.  In short, squaring the truth about the West with the twisted values they’ve been brought up to swallow without complaint is not something that will be comfortable for many millennials. But I think that if not now, eventually most of them will take the plunge. Because deep down I think we know that what we’ve done is not empowering. Abandoning all guidance of our past and embracing hedonism and subjectivity was not some genius idea. Dismissing the guidance built for us over thousands and thousands of years in the form of gender roles, traditional lifestyles, hard work, objectivity, and cultural supremacy was, in fact, painfully stupid.  Because really, what have we got to show for it? Nothing but infinite license to put who and what we want in our bodies, while our freedoms to speak, to think, to dream, and to build get more limited every day. We’ve decided to fall backwards off the shoulders of giants, and that fall probably feels good, until you realize there’s going to be a “splat” at the end.  So with the ground of reality rushing up at them, more and more young people are clawing for anything to stop their feelings of personal, ethical, political, intellectual and artistic failure. And the rotted timber of progressivism is increasingly failing to break their fall. So eventually, they turn elsewhere.  And so, a steadily increasing number of millennials are finally beginning to wake up to the choice we face as a civilization, and to the value they’ve so long overlooked in traditional standards of morality and beauty. They are wondering: is modern culture really so great if it means we substitute Meghan Trainor for Mozart, Emma Sulkowicz for Da Vinci, or Bell Hooks for Plato? Is it really such a step forward that our civilization, which once shed both blood and ink debating Martin Luther’s 95 Theses, is now reduced to considering theses like VICE Magazine’s “Dear Straight Guys: It’s Time to Start Putting Things In Your Butt?” Is this all there is, or can we do better?  No, it isn’t, and yes, we can and must do better. Sure, it’ll be hard for us to dig ourselves out of the pit that the left-wing indoctrination and media machines has dug for everyone our age. But it’s work worth doing. Because right now, the world is on fire. And while my generation didn’t start the fire, with apologies to Billy Joel, I believe we have a chance to contain it, or even put it out.  But first we have to expose the frauds, liars, idiots, and above all, barbarians who threw gas on it. So without further ado, let’s get to naming those names.",business
2536,the listening path: the creative art of attention (an artist's way book),Julia Cameron,3.26,121,35,208.0,January 12th 2021,by St. Martin's Essentials,"A 6-week Artist’s Way Program from legendary author Julia CameronThe newest book from beloved author Julia Cameron, The Listening Path is a transformational journey to deeper, more profound listening and creativity. Over six weeks, readers will be given the tools to become better listeners—to their environment, the people around them, and themselves. The reward for learning to truly listen is immense. As we learn to listen, our attention is heightened and we gain healing, insight, clarity. But above all, listening creates connections and ignites a creativity that will resonate through every aspect of our lives.Julia Cameron is the author of the explosively successful book The Artist’s Way, which has transformed the creative lives of millions of readers since it was first published. Incorporating tools from The Artist’s Way, The Listening Path offers a new method of creative and personal transformation.Each week, readers will be challenged to expand their ability to listen in a new way, beginning by listening to their environment and culminating in learning to listen to silence. These weekly practices open up a new world of connection and fulfillment. In a culture of bustle and constant sound, The Listening Path is a deeply necessary reminder of the power of truly hearing.",art
2537,"yawning at tigers: you can't tame god, so stop trying",Drew Dyck,4.22,344,70,224.0,May 20th 2014,by Thomas Nelson,"“A needed corrective to self-indulgent Christianity.” Philip Yancey “A stirring challenge.” Lee Strobel “A strong antidote against a domesticated God.” Matthew Lee Anderson When was the last time you were overawed by God’s majesty? Have you ever stood in stunned silence at his holiness and power?In our shallow, self-centered age, things like truth and reverence might seem outdated, lost. Yet we’re restless. And our failed attempts to ease our unrest point to an ancient ache for an experience of the holy.Drew Dyck makes a compelling case that what we seek awaits us in the untamed God of Scripture—a God who is dangerous yet accessible, mysterious yet powerfully present. He is a God who beckons us to see him with a fresh, unfiltered gaze.Yawning at Tigers takes us past domesticated Christianity, into the wilds where God’s raw majesty, love, and power become more real and transformative than we could ever imagine.",religion
2538,notes from this side of the grave,Robert Fluellen,5.0,2,0,108.0,August 18th 2020,by Xlibris US,"This is a story of a total reset of my life. It is about a divine intervention. I had a battery of medical test done and was given a clean bill of health. It was Friday in mid- August. The plan was to go up to Lake Erie and fish for white bass, or at least that was my plan. It turned out that the Lord had a different plan. You see, a few hours after I left my cardiologist office, I was in the emergency room. A few hours after that I was in full cardiac arrest, dead. I was dead for 12 minutes. During those minutes the Lord reviewed my life with me. He fixed some things in my life while I lay there and, then He assigned some things to me to fix. In addition, he gave me this book. He dictated it to me from the title to the last word. Now, understand that this is not the entirety of the shenanigans in my life. There are a lot more. The rest will remain between Him and me. What is written here is intended for the children of God, especially men, as both an example of God's mercy and guidance, and also a warning of how sin and disobedience can lead to many evils including generational curses, misses purpose and even death. I hope that this intimate look into my life will act as a beacon pointing the way to the Lord of redemption, reconciliation and resurrection. I pray and believe that this book blesses you as much as it has blessed me.",religion
2539,a house in the sky,Amanda Lindhout,4.23,51683,4719,373.0,September 10th 2013,by Scribner,"The dramatic and redemptive memoir of a woman whose curiosity led her to the world’s most beautiful and remote places, its most imperiled and perilous countries, and then into fifteen months of harrowing captivity—an exquisitely written story of courage, resilience, and grace.As a child, Amanda Lindhout escaped a violent household by paging through issues of National Geographic and imagining herself in its exotic locales. At the age of nineteen, working as a cocktail waitress in Calgary, Alberta, she began saving her tips so she could travel the globe. Aspiring to understand the world and live a significant life, she backpacked through Latin America, Laos, Bangladesh, and India, and emboldened by each adventure, went on to Sudan, Syria, and Pakistan. In war-ridden Afghanistan and Iraq she carved out a fledgling career as a television reporter. And then, in August 2008, she traveled to Somalia—“the most dangerous place on earth.” On her fourth day, she was abducted by a group of masked men along a dusty road.Held hostage for 460 days, Amanda converts to Islam as a survival tactic, receives “wife lessons” from one of her captors, and risks a daring escape. Moved between a series of abandoned houses in the desert, she survives on memory—every lush detail of the world she experienced in her life before captivity—and on strategy, fortitude, and hope. When she is most desperate, she visits a house in the sky, high above the woman kept in chains, in the dark, being tortured.Vivid and suspenseful, as artfully written as the finest novel, A House in the Sky is the searingly intimate story of an intrepid young woman and her search for compassion in the face of unimaginable adversity.",gender
2540,we were eight years in power: an american tragedy,Ta-Nehisi Coates,4.39,26008,3118,367.0,October 3rd 2017,by One World,"""We were eight years in power"" was the lament of Reconstruction-era black politicians as the American experiment in multiracial democracy ended with the return of white supremacist rule in the South. Now Ta-Nehisi Coates explores the tragic echoes of that history in our own time: the unprecedented election of a black president followed by a vicious backlash that fueled the election of the man Coates argues is America's ""first white president.""But the story of these present-day eight years is not just about presidential politics. This book also examines the new voices, ideas, and movements for justice that emerged over this period--and the effects of the persistent, haunting shadow of our nation's old and unreconciled history. Coates powerfully examines the events of the Obama era from his intimate and revealing perspective--the point of view of a young writer who begins the journey in an unemployment office in Harlem and ends it in the Oval Office, interviewing a president.We Were Eight Years in Power features Coates's iconic essays first published in The Atlantic,  including Fear of a Black President, The Case for Reparations and The Black Family in the Age of Mass Incarceration, along with eight fresh essays that revisit each year of the Obama administration through Coates's own experiences, observations, and intellectual development, capped by a bracingly original assessment of the election that fully illuminated the tragedy of the Obama era. We Were Eight Years in Power is a vital account of modern America, from one of the definitive voices of this historic moment.",race
2541,essentialism: the disciplined pursuit of less,Greg McKeown,4.04,63571,5754,260.0,April 15th 2014,by Crown Business,"Have you ever found yourself stretched too thin?Do you simultaneously feel overworked and underutilized?Are you often busy but not productive? Do you feel like your time is constantly being hijacked by other people’s agendas?If you answered yes to any of these, the way out is the Way of the EssentialistThe Way of the Essentialist isn’t about getting more done in less time. It’s about getting only the right things done.  It is not  a time management strategy, or a productivity technique. It is a systematic discipline for discerning what is absolutely essential, then eliminating everything that is not, so we can make the highest possible contribution towards the things that really matter.  By forcing us to apply a more selective criteria for what is Essential, the disciplined pursuit of less empowers us to reclaim control of our own choices about where to spend our precious time and energy – instead of giving others the implicit permission to choose for us.Essentialism is not one more thing – it’s a whole new way of doing everything. A must-read for any leader, manager, or individual who wants to learn who to do less, but better, in every area of their lives, Essentialism  is a movement whose time has come.",business
2542,"the war lovers: roosevelt, lodge, hearst, and the rush to empire, 1898",Evan Thomas,3.82,1378,182,471.0,April 27th 2010,"by Little, Brown and Company","On February 15, 1898, the USS Maine exploded in the Havana Harbor. Although there was no evidence that the Spanish were responsible, yellow newspapers such as William Randolph Hearst's New York Journal whipped Americans into frenzy by claiming that Spain's ""secret infernal machine"" had destroyed the battleship. Soon after, the blandly handsome and easily influenced President McKinley declared war, sending troops not only to Cuba but also to the Philippines, Spain's sprawling colony on the other side of the world.As Evan Thomas reveals in his rip-roaring history of those times, the hunger for war had begun years earlier. Depressed by the ""closing"" of the Western frontier and embracing theories of social Darwinism, a group of warmongers that included a young Teddy Roosevelt and Henry Cabot Lodge agitated loudly and incessantly that the United States exert its influence across the seas. These hawks would transform American foreign policy and, when Teddy ascended to the presidency, commence with a devastating war without reason, concocted within the White House—a bloody conflict that would come at tremendous cost.Thrillingly written and brilliantly researched, THE WAR LOVERS is the story of six men at the center of a transforming event in U.S. history: Roosevelt, Lodge, Hearst, McKinley, William James, and Thomas Reed, and confirms once more than Evan Thomas is a popular historian of the first rank.",world war II
2543,"lots of candles, plenty of cake",Anna Quindlen,3.72,16692,2591,182.0,April 24th 2012,by Random House,"In this irresistible memoir, the #1 New York Times bestselling author writes about her life and the lives of women today, looking back and ahead - and celebrating it all - as she considers marriage, girlfriends, our mothers, faith, loss, all that stuff in our closets, and more. It's odd when I think of the arc of my life, from child to young woman to aging adult. First I was who I was. Then I didn't know who I was. Then I invented someone, and became her. Then I began to like what I'd invented. And finally I was what I was again. It turned out I wasn't alone in that particular progression. As she did in her beloved New York Times columns, and in A Short Guide to a Happy Life, Quindlen says for us here what we may wish we could have said ourselves. Using her past, present, and future to explore what matters most to women at different ages, Quindlen talks aboutMarriage: ""A safety net of small white lies can be the bedrock of a successful marriage. You wouldn't believe how cheaply I can do a kitchen renovation.""Girlfriends: ""Real friends offer both hard truths and soft landings and realize that it's sometimes more important to be nice than to be honest."" Our bodies: ""I've finally recognized my body for what it is, a personality-delivery system, designed expressly to carry my character from place to place, now and in the years to come. It's like a car, and while I like a red convertible or even a Bentley as well as the next person, what I really need are four tires and an engine.""Parenting: ""Being a parent is not transactional. We do not get what we give. It is the ultimate pay-it-forward: We are good parents, not so they will be loving enough to stay with us, but so they will be strong enough to leave us."" From childhood memories to manic motherhood to middle age, Quindlen uses the events of her own life to illuminate our own. Along with the downsides of age, she says, can come wisdom, a perspective on life that makes it both satisfying and even joyful. So here's to lots of candles, plenty of cake.",gender
2544,the third chimpanzee: the evolution and future of the human animal,Jared Diamond,4.07,23257,851,407.0,January 3rd 2006,by Harper Perennial,"At some point during the last 100,000 years, humans began exhibiting traits and behavior that distinguished us from other animals, eventually creating language, art, religion, bicycles, spacecraft, and nuclear weapons—all within a heartbeat of evolutionary time. Now, faced with the threat of nuclear weapons and the effects of climate change, it seems our innate tendencies for violence and invention have led us to a crucial fork in our road. Where did these traits come from? Are they part of our species immutable destiny? Or is there hope for our species’ future if we change?  With fascinating facts and his unparalleled readability, Diamond intended his book to improve the world that today’s young people will inherit. Triangle Square’s The Third Chimpanzee for Young People is a book for future generation and the future they’ll help build.",science
2545,foreign correspondence: a pen pal's journey from down under to all over,Geraldine Brooks,3.87,1867,270,240.0,January 19th 1999,by Anchor Books,"As a young girl in a working-class neighborhood of Sydney, Australia, Geraldine Brooks longed to discover the places where history happens and culture comes from, so she enlisted pen pals who offered her a window on adolescence in the Middle East, Europe, and America. Twenty years later Brooks, an award-winning foreign correspondent, embarked on a human treasure hunt to find her pen friends. She found men and women whose lives had been shaped by war and hatred, by fame and notoriety, and by the ravages of mental illness. Intimate, moving, and often humorous, Foreign Correspondence speaks to the unquiet heart of every girl who has ever yearned to become a woman of the world.",gender
2546,"sanity, madness and the family",R.D. Laing,4.16,351,21,282.0,1971,"by Penguin Books, Inc. (Baltimore, MD)","In 1958, while working at the Tavistock, John Bowlby introduced Laing to Gregory Bateson's double bind theory of schizophrenia. Intrigued, Laing engaged another Glaswegian, Dr. Aaron Esterson, in an intensive phenomenological study of more than 100 families of diagnosed schizophrenics in the London area. In 1962, Laing travelled to meet Bateson and his co-workers in Palo Alto (and elsewhere across the U.S.A.) In 1964, Laing and Esterson published the results of their study in a brilliant and deeply disturbing book, Sanity, Madness & The Family, which John Bowlby described as the most important book about families in the 20th century.",family
2548,farangi girl  growing up in iran: a daughter's story,Ashley Dartnell,4.17,173,34,,June 1st 2011,by Hodder & Stoughton,"Ashley Dartnell's mother was a glamorous American and her father a dashing Englishman, each trying to slough off their past and upgrade to a more romantic and exotic present in Iran. As the story starts, Ashley is eight years old and living in Tehran in the 1960s: the Shah was in power, and life for Westerners was rich and privileged. But somehow it didn't all add up to a fairytale. There were bankruptcies and prisons, betrayals and lovers, lies and evasions—and throughout it all, Ashley's passionate and strong-willed mother, Genie. Stories of mothers and daughters are some of the most compelling in contemporary memoir, from The Liar's Club and The Glass Castle, to Don't Let's Go to the Dogs Tonight and Bad Blood. Farangi Girl deserves to be in their company. It's an honest and endlessly recognizable portrait of a mother by a daughter who loved her (and was loved in return). Against this extraordinary background, Ashley's journey into adulthood was more helter-skelter than most and this portrait of a bewitching and endlessly inventive mother is surprising and deeply moving.",family
2549,"stradivari's genius: five violins, one cello, and three centuries of enduring perfection",Toby Faber,3.89,567,58,288.0,April 4th 2006,by Random House Trade Paperbacks,"Antonio Stradivari (1644—1737) was a perfectionist whose single-minded pursuit of excellence changed the world of music. In the course of his long career in the northern Italian city of Cremona, he created more than a thousand stringed instruments; approximately six hundred survive, their quality unequalled by any subsequent violin-maker. In this fascinating book, Toby Faber traces the rich, multilayered stories of six of these peerless creations–five violins and a cello–and the one towering artist who brought them into being. Blending history, biography, meticulous detective work, and an abiding passion for music, Faber takes us from the salons of Vienna to the concert halls of New York, and from the breakthroughs of Beethoven’s last quartets to the first phonographic recordings. This magnificent narrative invites us to share the life, the intrigue, and the incomparable beauty of the world’s most marvelous stringed instruments.",art
2551,courtesans: the demi-monde in nineteenth century france,Joanna Richardson,3.63,173,19,203.0,June 1st 2004,by Booksales,These courtesans were the queens of the profession. Presented are twelve of the most distinguished courtesans in Paris during their golden age.,british monarch
2552,fire in the lake: the vietnamese and the americans in vietnam,Frances FitzGerald,4.07,2110,111,500.0,July 17th 2002,by Back Bay Books,"Frances FitzGerald's landmark history of Vietnam and the Vietnam War, ""A compassionate and penetrating account of the collision of two societies that remain untranslatable to one another."" (New York Times Book Review)This magisterial work, based on Frances FitzGerald's many years of research and travels, takes us inside the history of Vietnam--the traditional, ancestor-worshiping villages, the conflicts between Communists and anti-Communists, Catholics and Buddhists, generals and monks, the disruption created by French colonialism, and America's ill-fated intervention--and reveals the country as seen through Vietnamese eyes. Originally published in 1972, FIRE IN THE LAKE was the first history of Vietnam written by an American, and subsequently won the Pulitzer Prize, the Bancroft Prize, and the National Book Award. With a clarity and insight unrivaled by any author before it or since, Frances FitzGerald illustrates how America utterly and tragically misinterpreted the realities of Vietnam.",race
2553,maximum city: bombay lost and found,Suketu Mehta,3.93,10138,726,542.0,September 27th 2005,by Vintage,"A native of Bombay, Suketu Mehta gives us an insider’s view of this stunning metropolis. He approaches the city from unexpected angles, taking us into the criminal underworld of rival Muslim and Hindu gangs; following the life of a bar dancer raised amid poverty and abuse; opening the door into the inner sanctums of Bollywood; and delving into the stories of the countless villagers who come in search of a better life and end up living on the sidewalks.",biography
2554,"war against war: the american fight for peace, 1914-1918",Michael Kazin,3.81,83,24,378.0,January 3rd 2017,by Simon & Schuster,"The untold story of the movement that came close to keeping the United States out of the First World War.This book is about the Americans who tried to stop their nation from fighting in one of history’s most destructive wars and then were hounded by the government when they refused to back down. In the riveting War Against War, Michael Kazin brings us into the ranks of the largest, most diverse, and most sophisticated peace coalition up to that point in US history.They came from a variety of backgrounds: wealthy and middle and working class, urban and rural, white and black, Christian and Jewish and atheist. They mounted street demonstrations and popular exhibitions, attracted prominent leaders from the labor and suffrage movements, ran peace candidates for local and federal office, and founded new organizations that endured beyond the cause. For almost three years, they helped prevent Congress from authorizing a massive increase in the size of the US army—a step advocated by ex-president Theodore Roosevelt.Soon after the end of the Great War, most Americans believed it had not been worth fighting. And when its bitter legacy led to the next world war, the warnings of these peace activists turned into a tragic prophecy—and the beginning of a surveillance state that still endures today. War Against War is a dramatic account of a major turning point in the history of the United States and the world.",world war II
2555,whipping girl: a transsexual woman on sexism and the scapegoating of femininity,Julia Serano,4.23,6173,514,390.0,May 14th 2007,by Seal Press,"A provocative manifesto, Whipping Girl tells the powerful story of Julia Serano, a transsexual woman whose supremely intelligent writing reflects her diverse background as a lesbian transgender activist and professional biologist. Serano shares her experiences and observations—both pre- and post-transition—to reveal the ways in which fear, suspicion, and dismissiveness toward femininity shape our societal attitudes toward trans women, as well as gender and sexuality as a whole.Serano's well-honed arguments stem from her ability to bridge the gap between the often-disparate biological and social perspectives on gender. She exposes how deep-rooted the cultural belief is that femininity is frivolous, weak, and passive, and how this “feminine” weakness exists only to attract and appease male desire.In addition to debunking popular misconceptions about transsexuality, Serano makes the case that today's feminists and transgender activist must work to embrace and empower femininity—in all of its wondrous forms.",gender
2556,the works of his hands: a scientist's journey from atheism to faith,Sy Garte,4.36,53,14,256.0,November 19th 2019,by Kregel Publications,"Raised in a militant atheist family, Sy Garte fell in love with the factual world of science. He became a respected research biochemist with an anti-theistic worldview to bolster his work--and he had no intention of seeking a God he didn't believe in. That is, until the very science he loved led him to question the validity of an atheistic worldview. His journey to answer the questions that confronted him drew him into becoming a fully committed Christian, determined to show others the truth: modern science doesn't contradict God at all but instead supports Christianity.In the first half of the book, Sy begins with how his experiences and quest for knowledge as a student and early in his career brought him to question his materialist assumptions. He goes on to reveal how lessons from physics, biology, and human nature--all presented for lay readers to easily understand--actually argue for belief in God. In the second half of the book, Sy looks at the arguments often presented against God in academic and scientific settings and explains the false foundations on which they rest.For those who have been told that the realities of science call for a rejection of God--but can't quite get rid of the feeling that this shouldn't be true--The Works of His Hands is an ideal reminder that the two don't have to be bitter enemies. Instead, this transformative book shares the beauty of the marriage between science and faith--and how, together, they can bring even the most unlikely to salvation.",religion
2557,"ultimate energy: using your natural energies to balance body, mind, and spirit: three books in one",Eliza Swann,4.5,8,7,560.0,February 2nd 2021,by St. Martin's Essentials,"The ultimate guide to harnessing the body's energy for health and wellnessOur bodies are surrounded by and filled with powerful streams of energy that can be used to improve our mental, physical, and spiritual wellbeing. Ultimate Energy is a collection of three books—Chakras, Auras, and Energy Healing—that will give readers the tools to tap into their own unique energy using a variety of modalities and practices. Chakras explains the associations and strengths of each of the seven chakras along with how to harness their power in your own life. Auras explores the many-layered energy field that is the human aura and will teach you to sense and work with your own aura and those of others. Energy Healing offers an exploration of a range of energy healing techniques from Reiki to EFT, and will help you find a practice that suits your needs and interests.Written by experts Tori Hartman, Eliza Swann, and Kris Ferraro, each book is designed with beginners in mind and includes exercises to kick-start your practice along with a comprehensive resources section to help you continue your exploration of the power of energy. Ultimate Energy is the definitive beginner's guide to using energy as part of your health and wellness practice.",health
2558,orientalism,Edward W. Said,4.07,19723,1044,395.0,May 2003,by Vintage,"More than three decades after its first publication, Edward Said's groundbreaking critique of the West's historical, cultural, and political perceptions of the East has become a modern classic.In this wide-ranging, intellectually vigorous study, Said traces the origins of ""orientalism"" to the centuries-long period during which Europe dominated the Middle and Near East and, from its position of power, defined ""the orient"" simply as ""other than"" the occident. This entrenched view continues to dominate western ideas and, because it does not allow the East to represent itself, prevents true understanding. Essential, and still eye-opening, Orientalism remains one of the most important books written about our divided world.",art
2559,dangerous waters: modern piracy and terror on the high seas,John S. Burnett,3.6,266,22,384.0,September 1st 2002,by Dutton Adult,"While sailing alone one night in the shipping lanes across one of the busiest waterways in the world, John Burnett was attacked by pirates. Through sheer ingenuity and a little bit of luck, he survived, and his shocking firsthand experience became the inspiration for this book. Dangerous Waters charts the resurgence of piracy in recent years and reveals why it poses a significant threat to our safety and security.  Today's breed of pirates are not the colorful cutthroats painted by the history books. Unlike the romantic images from yesteryear of Captain Hook, Long John Silver, and Blackbeard, they can be local seamen looking for a quick score, highly trained guerrillas, rogue military units, or former seafarers recruited by sophisticated crime organizations. Armed with machetes, assault rifles, and grenade launchers, they steal out in speedboats and fishing boats in search of supertankers, cargo ships, passenger ferries, cruise ships, and yachts, attacking them at port, on the open seas, and in international waters. Entire ships, cargo, and crews simply vanish, hijacked by pirates working for multinational crime syndicates; these modern-day ghost ships turn up later carting illegal immigrants to the United States or running drugs. Burnett probes this dangerous world of thievery and mayhem, from the life-and-death struggles of brave captains and their crews, to the pirate hunters with bounties on their heads, and to the shadowy groups themselves who employ these ruthless, modern-day mercenaries.  A dauntless investigation into a chilling phenomenon, Dangerous Waters is an epic, breathtaking modern tale of the sea.",biography
2560,great tales from english history: cheddar man to the peasants' revolt,Robert Lacey,4.08,1214,139,254.0,September 25th 2003,"by Little, Brown","First volume of three recounting the dramatic story of England, from ancient times to the present day, by the No. 1 bestselling author of THE YEAR 1000",british monarch
2561,my year with eleanor,Noelle Hancock,3.84,6203,864,304.0,June 7th 2011,by Ecco,"“I honestly loved this book.”—Jim Norton, New York Times bestselling author of I Hate Your Guts“Eleanor taught Noelle that, first and foremost, Courage Takes Practice. Her yearlong quest to face her terrors, great and small, is moving, enriching, and hilarious—we readers are lucky to be along for the ride.”—Julie Powell, bestselling author of Julie & JuliaIn the tradition of My Year of Living Biblically and Eat Pray Love comes My Year with Eleanor, Noelle Hancock’s hilarious tale of her decision to heed the advice of First Lady Eleanor Roosevelt and do one thing a day that scares her in the year before her 30th birthday. Fans of Sloane Crosley and Chelsea Handler will absolutely adore Hancock’s charming and outrageous chronicle of her courageous endeavor and delight in her poignant and inspiring personal growth.",biography
